0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
0.55,0.5,2.25,1.25,1.5,0.95,0.4,1.4,0.35,0.25,0.1,1.15,1.0,2.85,1.4,1.65
