1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.25,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,0.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,0.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.85,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,1.75,2.8,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,2.35,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,1.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.15,1.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,2.8,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,1.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.1,2.25,0.4,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.1,2.25,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.4,2.95,2.4,1.1,2.25,2.45,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.4,2.95,2.4,1.1,2.25,2.45,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.15,0.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.75,2.35,1.1,1.4,0.95,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.1,2.25,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.1,2.25,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.3,1.1,2.8,0.4,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,1.75,1.55,1.95,1.65,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,0.4,2.4,1.1,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.4,2.4,1.15,0.75,2.45,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,2.25,0.4,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.0,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,1.0,2.95,2.4,1.15,2.25,0.4,1.95,2.9,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.05,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,1.0,2.95,2.4,1.15,0.75,0.4,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,2.45,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.85,2.4,1.15,0.75,1.85,1.95,0.5,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.85,2.4,1.15,0.75,1.85,1.95,0.5,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.85,2.4,1.15,0.75,1.85,1.95,0.5,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,1.5,2.45,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,1.85,2.4,1.15,0.75,1.85,1.95,0.5,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,1.5,2.45,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,2.3,1.85,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,1.0,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,1.5,2.45,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,1.5,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,1.5,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,2.55,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
1.25,0.6,2.95,2.4,1.15,0.75,1.55,1.95,1.15,0.05,0.1,1.6,1.4,2.3,2.25,0.65
