name,id,href,score
0.0,1.8,0.8,354176.0
0.0,1.8,1.0,354272.0
0.0,1.8,1.2,354752.0
0.0,1.8,1.4,354848.0
0.0,1.8,1.6,354656.0
0.0,1.8,1.8,354560.0
0.0,1.8,2.0,354368.0
0.0,1.8,2.2,354176.0
0.0,1.8,2.4,354080.0
0.0,1.8,2.6,353792.0
0.0,1.8,2.8,353792.0
0.0,1.8,3.0,354080.0
0.0,2.0,0.0,348848.0
0.0,2.0,0.2,352208.0
0.0,2.0,0.4,353216.0
0.0,2.0,0.6,353888.0
0.0,2.0,0.8,354080.0
0.0,2.0,1.0,354176.0
0.0,2.0,1.2,354656.0
0.0,2.0,1.4,354752.0
0.0,2.0,1.6,354560.0
0.0,2.0,1.8,354464.0
0.0,2.0,2.0,354272.0
0.0,2.0,2.2,354080.0
0.0,2.0,2.4,353984.0
0.0,2.0,2.6,353744.0
0.0,2.0,2.8,353696.0
0.0,2.0,3.0,353600.0
0.0,2.2,0.0,348752.0
0.0,2.2,0.2,351824.0
0.0,2.2,0.4,353120.0
0.0,2.2,0.6,353792.0
0.0,2.2,0.8,353984.0
0.0,2.2,1.0,354080.0
0.0,2.2,1.2,354560.0
0.0,2.2,1.4,354656.0
0.0,2.2,1.6,354464.0
0.0,2.2,1.8,354368.0
0.0,2.2,2.0,354176.0
0.0,2.2,2.2,353984.0
0.0,2.2,2.4,353888.0
0.0,2.2,2.6,353744.0
0.0,2.2,2.8,353648.0
0.0,2.2,3.0,353504.0
0.0,2.4,0.0,348800.0
0.0,2.4,0.2,351824.0
0.0,2.4,0.4,353120.0
0.0,2.4,0.6,353792.0
0.0,2.4,0.8,353984.0
0.0,2.4,1.0,354080.0
0.0,2.4,1.2,354560.0
0.0,2.4,1.4,354656.0
0.0,2.4,1.6,354464.0
0.0,2.4,1.8,354368.0
0.0,2.4,2.0,354176.0
0.0,2.4,2.2,353984.0
0.0,2.4,2.4,353888.0
0.0,2.4,2.6,353744.0
0.0,2.4,2.8,353744.0
0.0,2.4,3.0,353552.0
0.0,2.6,0.0,348800.0
0.0,2.6,0.2,351824.0
0.0,2.6,0.4,353120.0
0.0,2.6,0.6,353600.0
0.0,2.6,0.8,353984.0
0.0,2.6,1.0,354080.0
0.0,2.6,1.2,354560.0
0.0,2.6,1.4,354656.0
0.0,2.6,1.6,354464.0
0.0,2.6,1.8,354368.0
0.0,2.6,2.0,354176.0
0.0,2.6,2.2,353984.0
0.0,2.6,2.4,353888.0
0.0,2.6,2.6,353744.0
0.0,2.6,2.8,353744.0
0.0,2.6,3.0,353648.0
0.0,2.8,0.0,348800.0
0.0,2.8,0.2,351728.0
0.0,2.8,0.4,353024.0
0.0,2.8,0.6,353600.0
0.0,2.8,0.8,353984.0
0.0,2.8,1.0,354080.0
0.0,2.8,1.2,354560.0
0.0,2.8,1.4,354656.0
0.0,2.8,1.6,354464.0
0.0,2.8,1.8,354368.0
0.0,2.8,2.0,354176.0
0.0,2.8,2.2,353984.0
0.0,2.8,2.4,353888.0
0.0,2.8,2.6,353744.0
0.0,2.8,2.8,353744.0
0.0,2.8,3.0,353648.0
0.0,3.0,0.0,348800.0
0.0,3.0,0.2,351728.0
0.0,3.0,0.4,352928.0
0.0,3.0,0.6,353600.0
0.0,3.0,0.8,353984.0
0.0,3.0,1.0,354080.0
0.0,3.0,1.2,354560.0
0.0,3.0,1.4,354656.0
0.0,3.0,1.6,354464.0
0.0,3.0,1.8,354368.0
0.0,3.0,2.0,354176.0
0.0,3.0,2.2,353984.0
0.0,3.0,2.4,353888.0
0.0,3.0,2.6,353744.0
0.0,3.0,2.8,353744.0
0.0,3.0,3.0,353648.0
0.2,0.0,0.0,348816.0
0.2,0.0,0.2,352336.0
0.2,0.0,0.4,353552.0
0.2,0.0,0.6,354032.0
0.2,0.0,0.8,354224.0
0.2,0.0,1.0,354320.0
0.2,0.0,1.2,355184.0
0.2,0.0,1.4,355280.0
0.2,0.0,1.6,355088.0
0.2,0.0,1.8,355280.0
0.2,0.0,2.0,355088.0
0.2,0.0,2.2,354896.0
0.2,0.0,2.4,354800.0
0.2,0.0,2.6,354656.0
0.2,0.0,2.8,354656.0
0.2,0.0,3.0,354560.0
0.2,0.2,0.0,349024.0
0.2,0.2,0.2,352384.0
0.2,0.2,0.4,353600.0
0.2,0.2,0.6,354080.0
0.2,0.2,0.8,354272.0
0.2,0.2,1.0,354320.0
0.2,0.2,1.2,354800.0
0.2,0.2,1.4,355280.0
0.2,0.2,1.6,355088.0
0.2,0.2,1.8,354992.0
0.2,0.2,2.0,355088.0
0.2,0.2,2.2,354896.0
0.2,0.2,2.4,354800.0
0.2,0.2,2.6,354656.0
0.2,0.2,2.8,354656.0
0.2,0.2,3.0,354560.0
0.2,0.4,0.0,349024.0
0.2,0.4,0.2,352384.0
0.2,0.4,0.4,353600.0
0.2,0.4,0.6,354080.0
0.2,0.4,0.8,354272.0
0.2,0.4,1.0,354368.0
0.2,0.4,1.2,354800.0
0.2,0.4,1.4,354896.0
0.2,0.4,1.6,355088.0
0.2,0.4,1.8,354992.0
0.2,0.4,2.0,354800.0
0.2,0.4,2.2,354896.0
0.2,0.4,2.4,354800.0
0.2,0.4,2.6,354656.0
0.2,0.4,2.8,354656.0
0.2,0.4,3.0,354560.0
0.2,0.6,0.0,349216.0
0.2,0.6,0.2,352592.0
0.2,0.6,0.4,353792.0
0.2,0.6,0.6,354272.0
0.2,0.6,0.8,354464.0
0.2,0.6,1.0,354560.0
0.2,0.6,1.2,355040.0
0.2,0.6,1.4,355088.0
0.2,0.6,1.6,354800.0
0.2,0.6,1.8,355088.0
0.2,0.6,2.0,354896.0
0.2,0.6,2.2,354704.0
0.2,0.6,2.4,354896.0
0.2,0.6,2.6,354752.0
0.2,0.6,2.8,354752.0
0.2,0.6,3.0,354656.0
0.2,0.8,0.0,349264.0
0.2,0.8,0.2,352592.0
0.2,0.8,0.4,353792.0
0.2,0.8,0.6,354272.0
0.2,0.8,0.8,354464.0
0.2,0.8,1.0,354560.0
0.2,0.8,1.2,355040.0
0.2,0.8,1.4,355136.0
0.2,0.8,1.6,354896.0
0.2,0.8,1.8,354704.0
0.2,0.8,2.0,354896.0
0.2,0.8,2.2,354704.0
0.2,0.8,2.4,354608.0
0.2,0.8,2.6,354752.0
0.2,0.8,2.8,354752.0
0.2,0.8,3.0,354656.0
0.2,1.0,0.0,349264.0
0.2,1.0,0.2,352592.0
0.2,1.0,0.4,353792.0
0.2,1.0,0.6,354272.0
0.2,1.0,0.8,354464.0
0.2,1.0,1.0,354560.0
0.2,1.0,1.2,355040.0
0.2,1.0,1.4,355136.0
0.2,1.0,1.6,354944.0
0.2,1.0,1.8,354800.0
0.2,1.0,2.0,354512.0
0.2,1.0,2.2,354704.0
0.2,1.0,2.4,354608.0
0.2,1.0,2.6,354464.0
0.2,1.0,2.8,354752.0
0.2,1.0,3.0,354656.0
0.2,1.2,0.0,349280.0
0.2,1.2,0.2,352592.0
0.2,1.2,0.4,353792.0
0.2,1.2,0.6,354272.0
0.2,1.2,0.8,354464.0
0.2,1.2,1.0,354560.0
0.2,1.2,1.2,355040.0
0.2,1.2,1.4,355136.0
0.2,1.2,1.6,354944.0
0.2,1.2,1.8,354848.0
0.2,1.2,2.0,354512.0
0.2,1.2,2.2,354320.0
0.2,1.2,2.4,354608.0
0.2,1.2,2.6,354464.0
0.2,1.2,2.8,354464.0
0.2,1.2,3.0,354656.0
0.2,1.4,0.0,349232.0
0.2,1.4,0.2,352592.0
0.2,1.4,0.4,353600.0
0.2,1.4,0.6,354272.0
0.2,1.4,0.8,354464.0
0.2,1.4,1.0,354560.0
0.2,1.4,1.2,355040.0
0.2,1.4,1.4,355136.0
0.2,1.4,1.6,354944.0
0.2,1.4,1.8,354848.0
0.2,1.4,2.0,354656.0
0.2,1.4,2.2,354320.0
0.2,1.4,2.4,354224.0
0.2,1.4,2.6,354464.0
0.2,1.4,2.8,354464.0
0.2,1.4,3.0,354368.0
0.2,1.6,0.0,349232.0
0.2,1.6,0.2,352592.0
0.2,1.6,0.4,353600.0
0.2,1.6,0.6,354272.0
0.2,1.6,0.8,354464.0
0.2,1.6,1.0,354560.0
0.2,1.6,1.2,355040.0
0.2,1.6,1.4,355136.0
0.2,1.6,1.6,354944.0
0.2,1.6,1.8,354848.0
0.2,1.6,2.0,354656.0
0.2,1.6,2.2,354464.0
0.2,1.6,2.4,354224.0
0.2,1.6,2.6,354080.0
0.2,1.6,2.8,354464.0
0.2,1.6,3.0,354368.0
0.2,1.8,0.0,349232.0
0.2,1.8,0.2,352592.0
0.2,1.8,0.4,353600.0
0.2,1.8,0.6,354272.0
0.2,1.8,0.8,354464.0
0.2,1.8,1.0,354560.0
0.2,1.8,1.2,355040.0
0.2,1.8,1.4,355136.0
0.2,1.8,1.6,354944.0
0.2,1.8,1.8,354848.0
0.2,1.8,2.0,354656.0
0.2,1.8,2.2,354464.0
0.2,1.8,2.4,354368.0
0.2,1.8,2.6,354080.0
0.2,1.8,2.8,354080.0
0.2,1.8,3.0,354368.0
0.2,2.0,0.0,349136.0
0.2,2.0,0.2,352496.0
0.2,2.0,0.4,353504.0
0.2,2.0,0.6,354176.0
0.2,2.0,0.8,354368.0
0.2,2.0,1.0,354464.0
0.2,2.0,1.2,354944.0
0.2,2.0,1.4,355040.0
0.2,2.0,1.6,354848.0
0.2,2.0,1.8,354752.0
0.2,2.0,2.0,354560.0
0.2,2.0,2.2,354368.0
0.2,2.0,2.4,354272.0
0.2,2.0,2.6,354032.0
0.2,2.0,2.8,353984.0
0.2,2.0,3.0,353888.0
0.2,2.2,0.0,349040.0
0.2,2.2,0.2,352112.0
0.2,2.2,0.4,353408.0
0.2,2.2,0.6,354080.0
0.2,2.2,0.8,354272.0
0.2,2.2,1.0,354368.0
0.2,2.2,1.2,354848.0
0.2,2.2,1.4,354944.0
0.2,2.2,1.6,354752.0
0.2,2.2,1.8,354656.0
0.2,2.2,2.0,354464.0
0.2,2.2,2.2,354272.0
0.2,2.2,2.4,354176.0
0.2,2.2,2.6,354032.0
0.2,2.2,2.8,353936.0
0.2,2.2,3.0,353792.0
0.2,2.4,0.0,349088.0
0.2,2.4,0.2,352112.0
0.2,2.4,0.4,353408.0
0.2,2.4,0.6,354080.0
0.2,2.4,0.8,354272.0
0.2,2.4,1.0,354368.0
0.2,2.4,1.2,354848.0
0.2,2.4,1.4,354944.0
0.2,2.4,1.6,354752.0
0.2,2.4,1.8,354656.0
0.2,2.4,2.0,354464.0
0.2,2.4,2.2,354272.0
0.2,2.4,2.4,354176.0
0.2,2.4,2.6,354032.0
0.2,2.4,2.8,354032.0
0.2,2.4,3.0,353840.0
0.2,2.6,0.0,349088.0
0.2,2.6,0.2,352112.0
0.2,2.6,0.4,353408.0
0.2,2.6,0.6,353888.0
0.2,2.6,0.8,354272.0
0.2,2.6,1.0,354368.0
0.2,2.6,1.2,354848.0
0.2,2.6,1.4,354944.0
0.2,2.6,1.6,354752.0
0.2,2.6,1.8,354656.0
0.2,2.6,2.0,354464.0
0.2,2.6,2.2,354272.0
0.2,2.6,2.4,354176.0
0.2,2.6,2.6,354032.0
0.2,2.6,2.8,354032.0
0.2,2.6,3.0,353936.0
0.2,2.8,0.0,349088.0
0.2,2.8,0.2,352016.0
0.2,2.8,0.4,353312.0
0.2,2.8,0.6,353888.0
0.2,2.8,0.8,354272.0
0.2,2.8,1.0,354368.0
0.2,2.8,1.2,354848.0
0.2,2.8,1.4,354944.0
0.2,2.8,1.6,354752.0
0.2,2.8,1.8,354656.0
0.2,2.8,2.0,354464.0
0.2,2.8,2.2,354272.0
0.2,2.8,2.4,354176.0
0.2,2.8,2.6,354032.0
0.2,2.8,2.8,354032.0
0.2,2.8,3.0,353936.0
0.2,3.0,0.0,349088.0
0.2,3.0,0.2,352016.0
0.2,3.0,0.4,353216.0
0.2,3.0,0.6,353888.0
0.2,3.0,0.8,354272.0
0.2,3.0,1.0,354368.0
0.2,3.0,1.2,354848.0
0.2,3.0,1.4,354944.0
0.2,3.0,1.6,354752.0
0.2,3.0,1.8,354656.0
0.2,3.0,2.0,354464.0
0.2,3.0,2.2,354272.0
0.2,3.0,2.4,354176.0
0.2,3.0,2.6,354032.0
0.2,3.0,2.8,354032.0
0.2,3.0,3.0,353936.0
0.4,0.0,0.0,348864.0
0.4,0.0,0.2,352336.0
0.4,0.0,0.4,353552.0
0.4,0.0,0.6,354032.0
0.4,0.0,0.8,354224.0
0.4,0.0,1.0,354320.0
0.4,0.0,1.2,355184.0
0.4,0.0,1.4,355280.0
0.4,0.0,1.6,355088.0
0.4,0.0,1.8,355280.0
0.4,0.0,2.0,355088.0
0.4,0.0,2.2,354896.0
0.4,0.0,2.4,354800.0
0.4,0.0,2.6,354656.0
0.4,0.0,2.8,354656.0
0.4,0.0,3.0,354560.0
0.4,0.2,0.0,349024.0
0.4,0.2,0.2,352384.0
0.4,0.2,0.4,353600.0
0.4,0.2,0.6,354080.0
0.4,0.2,0.8,354272.0
0.4,0.2,1.0,354320.0
0.4,0.2,1.2,354800.0
0.4,0.2,1.4,355280.0
0.4,0.2,1.6,355088.0
0.4,0.2,1.8,354992.0
0.4,0.2,2.0,355088.0
0.4,0.2,2.2,354896.0
0.4,0.2,2.4,354800.0
0.4,0.2,2.6,354656.0
0.4,0.2,2.8,354656.0
0.4,0.2,3.0,354560.0
0.4,0.4,0.0,349024.0
0.4,0.4,0.2,352384.0
0.4,0.4,0.4,353600.0
0.4,0.4,0.6,354080.0
0.4,0.4,0.8,354272.0
0.4,0.4,1.0,354368.0
0.4,0.4,1.2,354800.0
0.4,0.4,1.4,354896.0
0.4,0.4,1.6,355088.0
0.4,0.4,1.8,354992.0
0.4,0.4,2.0,354800.0
0.4,0.4,2.2,354896.0
0.4,0.4,2.4,354800.0
0.4,0.4,2.6,354656.0
0.4,0.4,2.8,354656.0
0.4,0.4,3.0,354560.0
0.4,0.6,0.0,349216.0
0.4,0.6,0.2,352592.0
0.4,0.6,0.4,353792.0
0.4,0.6,0.6,354272.0
0.4,0.6,0.8,354464.0
0.4,0.6,1.0,354560.0
0.4,0.6,1.2,355040.0
0.4,0.6,1.4,355088.0
0.4,0.6,1.6,354800.0
0.4,0.6,1.8,355088.0
0.4,0.6,2.0,354896.0
0.4,0.6,2.2,354704.0
0.4,0.6,2.4,354896.0
0.4,0.6,2.6,354752.0
0.4,0.6,2.8,354752.0
0.4,0.6,3.0,354656.0
0.4,0.8,0.0,349264.0
0.4,0.8,0.2,352592.0
0.4,0.8,0.4,353792.0
0.4,0.8,0.6,354272.0
0.4,0.8,0.8,354464.0
0.4,0.8,1.0,354560.0
0.4,0.8,1.2,355040.0
0.4,0.8,1.4,355136.0
0.4,0.8,1.6,354896.0
0.4,0.8,1.8,354704.0
0.4,0.8,2.0,354896.0
0.4,0.8,2.2,354704.0
0.4,0.8,2.4,354608.0
0.4,0.8,2.6,354752.0
0.4,0.8,2.8,354752.0
0.4,0.8,3.0,354656.0
0.4,1.0,0.0,349264.0
0.4,1.0,0.2,352592.0
0.4,1.0,0.4,353792.0
0.4,1.0,0.6,354272.0
0.4,1.0,0.8,354464.0
0.4,1.0,1.0,354560.0
0.4,1.0,1.2,355040.0
0.4,1.0,1.4,355136.0
0.4,1.0,1.6,354944.0
0.4,1.0,1.8,354800.0
0.4,1.0,2.0,354512.0
0.4,1.0,2.2,354704.0
0.4,1.0,2.4,354608.0
0.4,1.0,2.6,354464.0
0.4,1.0,2.8,354752.0
0.4,1.0,3.0,354656.0
0.4,1.2,0.0,349280.0
0.4,1.2,0.2,352592.0
0.4,1.2,0.4,353792.0
0.4,1.2,0.6,354272.0
0.4,1.2,0.8,354464.0
0.4,1.2,1.0,354560.0
0.4,1.2,1.2,355040.0
0.4,1.2,1.4,355136.0
0.4,1.2,1.6,354944.0
0.4,1.2,1.8,354848.0
0.4,1.2,2.0,354512.0
0.4,1.2,2.2,354320.0
0.4,1.2,2.4,354608.0
0.4,1.2,2.6,354464.0
0.4,1.2,2.8,354464.0
0.4,1.2,3.0,354656.0
0.4,1.4,0.0,349232.0
0.4,1.4,0.2,352592.0
0.4,1.4,0.4,353600.0
0.4,1.4,0.6,354272.0
0.4,1.4,0.8,354464.0
0.4,1.4,1.0,354560.0
0.4,1.4,1.2,355040.0
0.4,1.4,1.4,355136.0
0.4,1.4,1.6,354944.0
0.4,1.4,1.8,354848.0
0.4,1.4,2.0,354656.0
0.4,1.4,2.2,354320.0
0.4,1.4,2.4,354224.0
0.4,1.4,2.6,354464.0
0.4,1.4,2.8,354464.0
0.4,1.4,3.0,354368.0
0.4,1.6,0.0,349232.0
0.4,1.6,0.2,352592.0
0.4,1.6,0.4,353600.0
0.4,1.6,0.6,354272.0
0.4,1.6,0.8,354464.0
0.4,1.6,1.0,354560.0
0.4,1.6,1.2,355040.0
0.4,1.6,1.4,355136.0
0.4,1.6,1.6,354944.0
0.4,1.6,1.8,354848.0
0.4,1.6,2.0,354656.0
0.4,1.6,2.2,354464.0
0.4,1.6,2.4,354224.0
0.4,1.6,2.6,354080.0
0.4,1.6,2.8,354464.0
0.4,1.6,3.0,354368.0
0.4,1.8,0.0,349232.0
0.4,1.8,0.2,352592.0
0.4,1.8,0.4,353600.0
0.4,1.8,0.6,354272.0
0.4,1.8,0.8,354464.0
0.4,1.8,1.0,354560.0
0.4,1.8,1.2,355040.0
0.4,1.8,1.4,355136.0
0.4,1.8,1.6,354944.0
0.4,1.8,1.8,354848.0
0.4,1.8,2.0,354656.0
0.4,1.8,2.2,354464.0
0.4,1.8,2.4,354368.0
0.4,1.8,2.6,354080.0
0.4,1.8,2.8,354080.0
0.4,1.8,3.0,354368.0
0.4,2.0,0.0,349136.0
0.4,2.0,0.2,352496.0
0.4,2.0,0.4,353504.0
0.4,2.0,0.6,354176.0
0.4,2.0,0.8,354368.0
0.4,2.0,1.0,354464.0
0.4,2.0,1.2,354944.0
0.4,2.0,1.4,355040.0
0.4,2.0,1.6,354848.0
0.4,2.0,1.8,354752.0
0.4,2.0,2.0,354560.0
0.4,2.0,2.2,354368.0
0.4,2.0,2.4,354272.0
0.4,2.0,2.6,354032.0
0.4,2.0,2.8,353984.0
0.4,2.0,3.0,353888.0
0.4,2.2,0.0,349040.0
0.4,2.2,0.2,352112.0
0.4,2.2,0.4,353408.0
0.4,2.2,0.6,354080.0
0.4,2.2,0.8,354272.0
0.4,2.2,1.0,354368.0
0.4,2.2,1.2,354848.0
0.4,2.2,1.4,354944.0
0.4,2.2,1.6,354752.0
0.4,2.2,1.8,354656.0
0.4,2.2,2.0,354464.0
0.4,2.2,2.2,354272.0
0.4,2.2,2.4,354176.0
0.4,2.2,2.6,354032.0
0.4,2.2,2.8,353936.0
0.4,2.2,3.0,353792.0
0.4,2.4,0.0,349088.0
0.4,2.4,0.2,352112.0
0.4,2.4,0.4,353408.0
0.4,2.4,0.6,354080.0
0.4,2.4,0.8,354272.0
0.4,2.4,1.0,354368.0
0.4,2.4,1.2,354848.0
0.4,2.4,1.4,354944.0
0.4,2.4,1.6,354752.0
0.4,2.4,1.8,354656.0
0.4,2.4,2.0,354464.0
0.4,2.4,2.2,354272.0
0.4,2.4,2.4,354176.0
0.4,2.4,2.6,354032.0
0.4,2.4,2.8,354032.0
0.4,2.4,3.0,353840.0
0.4,2.6,0.0,349088.0
0.4,2.6,0.2,352112.0
0.4,2.6,0.4,353408.0
0.4,2.6,0.6,353888.0
0.4,2.6,0.8,354272.0
0.4,2.6,1.0,354368.0
0.4,2.6,1.2,354848.0
0.4,2.6,1.4,354944.0
0.4,2.6,1.6,354752.0
0.4,2.6,1.8,354656.0
0.4,2.6,2.0,354464.0
0.4,2.6,2.2,354272.0
0.4,2.6,2.4,354176.0
0.4,2.6,2.6,354032.0
0.4,2.6,2.8,354032.0
0.4,2.6,3.0,353936.0
0.4,2.8,0.0,349088.0
0.4,2.8,0.2,352016.0
0.4,2.8,0.4,353312.0
0.4,2.8,0.6,353888.0
0.4,2.8,0.8,354272.0
0.4,2.8,1.0,354368.0
0.4,2.8,1.2,354848.0
0.4,2.8,1.4,354944.0
0.4,2.8,1.6,354752.0
0.4,2.8,1.8,354656.0
0.4,2.8,2.0,354464.0
0.4,2.8,2.2,354272.0
0.4,2.8,2.4,354176.0
0.4,2.8,2.6,354032.0
0.4,2.8,2.8,354032.0
0.4,2.8,3.0,353936.0
0.4,3.0,0.0,349088.0
0.4,3.0,0.2,352016.0
0.4,3.0,0.4,353216.0
0.4,3.0,0.6,353888.0
0.4,3.0,0.8,354272.0
0.4,3.0,1.0,354368.0
0.4,3.0,1.2,354848.0
0.4,3.0,1.4,354944.0
0.4,3.0,1.6,354752.0
0.4,3.0,1.8,354656.0
0.4,3.0,2.0,354464.0
0.4,3.0,2.2,354272.0
0.4,3.0,2.4,354176.0
0.4,3.0,2.6,354032.0
0.4,3.0,2.8,354032.0
0.4,3.0,3.0,353936.0
0.6,0.0,0.0,348864.0
0.6,0.0,0.2,352336.0
0.6,0.0,0.4,353552.0
0.6,0.0,0.6,354032.0
0.6,0.0,0.8,354224.0
0.6,0.0,1.0,354320.0
0.6,0.0,1.2,355184.0
0.6,0.0,1.4,355280.0
0.6,0.0,1.6,355088.0
0.6,0.0,1.8,355280.0
0.6,0.0,2.0,355088.0
0.6,0.0,2.2,354896.0
0.6,0.0,2.4,354800.0
0.6,0.0,2.6,354656.0
0.6,0.0,2.8,354656.0
0.6,0.0,3.0,354560.0
0.6,0.2,0.0,349024.0
0.6,0.2,0.2,352384.0
0.6,0.2,0.4,353600.0
0.6,0.2,0.6,354080.0
0.6,0.2,0.8,354272.0
0.6,0.2,1.0,354320.0
0.6,0.2,1.2,354800.0
0.6,0.2,1.4,355280.0
0.6,0.2,1.6,355088.0
0.6,0.2,1.8,354992.0
0.6,0.2,2.0,355088.0
0.6,0.2,2.2,354896.0
0.6,0.2,2.4,354800.0
0.6,0.2,2.6,354656.0
0.6,0.2,2.8,354656.0
0.6,0.2,3.0,354560.0
0.6,0.4,0.0,349024.0
0.6,0.4,0.2,352384.0
0.6,0.4,0.4,353600.0
0.6,0.4,0.6,354080.0
0.6,0.4,0.8,354272.0
0.6,0.4,1.0,354368.0
0.6,0.4,1.2,354800.0
0.6,0.4,1.4,354896.0
0.6,0.4,1.6,355088.0
0.6,0.4,1.8,354992.0
0.6,0.4,2.0,354800.0
0.6,0.4,2.2,354896.0
0.6,0.4,2.4,354800.0
0.6,0.4,2.6,354656.0
0.6,0.4,2.8,354656.0
0.6,0.4,3.0,354560.0
0.6,0.6,0.0,349216.0
0.6,0.6,0.2,352592.0
0.6,0.6,0.4,353792.0
0.6,0.6,0.6,354272.0
0.6,0.6,0.8,354464.0
0.6,0.6,1.0,354560.0
