id,score
0.0,353984.0
0.2,354032.0
0.4,354032.0
0.6,354224.0
0.8,354224.0
1.0,354224.0
1.2,354224.0
1.4,354224.0
1.6,354248.0
1.8,354272.0
2.0,353984.0
2.2,353888.0
2.4,353888.0
2.6,353888.0
2.8,353792.0
3.0,353792.0
