property,algo,score,tag,className,name,id,href,alt,xpath.chrome,xpath.idxpath,location,dimension,visible_text,neighbour_text,type,aria-label,attributes
className,equal (option),38952.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
dimension,aspectRatio,39336.0,jaroWinkler,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
type,equal (option),39336.0,jaroWinkler,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
attributes,intersectValueCompare,39336.0,jaroWinkler,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
id,jaroWinkler (option),39360.0,jaroWinkler,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
location,distanceManhattan,38376.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,38568.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,stringSet (option),38664.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),38664.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
type,equal (option),38664.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
id,jaroWinkler (option),38688.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
href,jaccard (option),38784.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
neighbour_text,stringSet (option),38784.0,equal,levenshtein (option),equal (option),jaroWinkler (option),jaccard (option),levenshtein (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
alt,equal (option),38784.0,equal,levenshtein (option),equal (option),jaroWinkler (option),jaccard (option),levenshtein (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
name,equal (option),38784.0,equal,levenshtein (option),equal (option),jaroWinkler (option),jaccard (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
attributes,intersectValueCompare,38784.0,equal,levenshtein (option),equal (option),jaroWinkler (option),jaccard (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
dimension,perimeter,38976.0,equal,levenshtein (option),equal (option),jaroWinkler (option),jaccard (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
className,stringSet (option),39168.0,equal,levenshtein (option),equal (option),jaroWinkler (option),jaccard (option),equal (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
tag,jaroWinkler,39264.0,equal,stringSet (option),equal (option),jaroWinkler (option),jaccard (option),equal (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
name,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceManhattan,38376.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38376.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,perimeter,38568.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,38856.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,38952.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38952.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaroWinkler (option),38976.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38976.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),39072.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),39072.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),39072.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),39168.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),39360.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,38592.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38688.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),38688.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
neighbour_text,stringSet (option),38688.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaroWinkler (option),38712.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
tag,jaroWinkler,38808.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
type,equal (option),38808.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,39072.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
href,equal (option),39312.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
visible_text,levenshtein (option),39312.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
location,distanceMediumDecay,39384.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
alt,equal (option),39384.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),levenshtein (option),levenshtein,equal,distanceMediumDecay,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,39792.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,equal,distanceMediumDecay,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
className,stringSet (option),39984.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceMediumDecay,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
alt,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaroWinkler (option),38496.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,levenshtein (option),38496.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,stringSet (option),38592.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,39552.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
attributes,intersectValueCompare,39552.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
location,distanceLinear,39552.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
visible_text,levenshtein (option),39552.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
type,equal (option),39552.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
xpath.idxpath,equal,39744.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
name,equal (option),39744.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
tag,jaroWinkler,39840.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
className,equal (option),39936.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
neighbour_text,stringSet (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38280.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceManhattan,38568.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38568.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38664.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),38664.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaccard (option),38784.0,equal,stringSet (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
tag,jaccard,38880.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
dimension,perimeter,38976.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,39264.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),39264.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
visible_text,levenshtein (option),39264.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
alt,equal (option),39264.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,39360.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
attributes,intersectValueCompare,39360.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
dimension,aspectRatio,38592.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),38592.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,38784.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,39528.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),39528.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),39528.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),39624.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,39720.0,equal,equal (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),39720.0,jaroWinkler,equal (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaroWinkler (option),39840.0,jaroWinkler,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),39840.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,39840.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),40152.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,40152.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),40248.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,stringSet (option),38280.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38376.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
xpath.chrome,equal,38664.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
id,jaroWinkler (option),38688.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
attributes,intersectValueCompare,38688.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
alt,equal (option),38688.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
visible_text,levenshtein (option),38688.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
location,distanceLinear,38688.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
xpath.idxpath,equal,38688.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
name,equal (option),38688.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
dimension,aspectRatio,39840.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
neighbour_text,stringSet (option),39840.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
className,equal (option),39936.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
href,equal (option),40248.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
type,equal (option),40248.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
attributes,intersectValueCompare,38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,stringSet (option),38280.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38280.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
dimension,aspectRatio,38688.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
alt,equal (option),38688.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
tag,jaroWinkler,38784.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
visible_text,levenshtein (option),38784.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
name,equal (option),38784.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
href,equal (option),39072.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
location,distanceLinear,39072.0,jaroWinkler,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
id,jaroWinkler (option),39096.0,jaroWinkler,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
type,equal (option),39096.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
xpath.idxpath,equal,39312.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
xpath.chrome,equal,40152.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
