property,algo,score,tag,className,name,id,href,alt,xpath.chrome,xpath.idxpath,location,dimension,visible_text,neighbour_text,type,aria-label,attributes
alt,equal (option),39624.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),39624.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
tag,jaroWinkler,39720.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaroWinkler (option),39744.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
location,distanceLinear,39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
neighbour_text,stringSet (option),39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,39936.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
neighbour_text,stringSet (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,38784.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),39168.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,39168.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,39264.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),39264.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),39360.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),39360.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,39816.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
type,equal (option),39816.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
alt,equal (option),39816.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
href,equal (option),40224.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaccard (option),40344.0,jaroWinkler,stringSet (option),equal (option),equal (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
location,distanceLinear,40344.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaroWinkler (option),38208.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38304.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),38304.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38304.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,38688.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),38688.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,38784.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,38784.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38880.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,39840.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
href,equal (option),40152.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),40152.0,equal,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
tag,jaroWinkler,40248.0,equal,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
neighbour_text,stringSet (option),40248.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
attributes,intersectValueCompare,40248.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaroWinkler (option),38208.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),38208.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,38304.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38304.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38400.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,stringSet (option),38496.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,levenshtein (option),38496.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
location,distanceManhattan,38688.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
attributes,intersectValueCompare,38688.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
alt,equal (option),38688.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
className,stringSet (option),38784.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
type,equal (option),38784.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
dimension,perimeter,39072.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
xpath.chrome,equal,39168.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
xpath.idxpath,equal,38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,equalIgnoreCase (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,levenshtein (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38472.0,equal,equal (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,38472.0,equal,equal (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaccard,38592.0,equal,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,38808.0,jaccard,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38808.0,jaccard,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38808.0,jaccard,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,stringSet (option),38904.0,jaccard,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),39000.0,jaccard,equal (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,equalIgnoreCase (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
location,distanceLinear,39000.0,jaccard,equal (option),equal (option),levenshtein (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,equalIgnoreCase (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
dimension,aspectRatio,38592.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),38880.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),38880.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38880.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38880.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),38880.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38880.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38976.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,38976.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
visible_text,levenshtein (option),38976.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
tag,jaccard,39096.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaccard (option),39216.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
className,stringSet (option),39696.0,jaccard,levenshtein (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,40248.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,40248.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
alt,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38280.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,equalIgnoreCase (option),38352.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38352.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaccard,38472.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,38472.0,jaccard,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),38472.0,jaccard,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,levenshtein,38472.0,jaccard,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),38472.0,jaccard,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38472.0,jaccard,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,perimeter,38544.0,jaccard,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,area,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38544.0,jaccard,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,perimeter,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38736.0,jaccard,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,perimeter,equalIgnoreCase (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,38736.0,jaccard,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,perimeter,equalIgnoreCase (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaroWinkler (option),38856.0,jaccard,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,perimeter,equalIgnoreCase (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaroWinkler (option),38208.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38304.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,38712.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38712.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38808.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),39096.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
attributes,intersectValueCompare,39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
visible_text,levenshtein (option),39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
location,distanceLinear,39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
type,equal (option),39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
href,equal (option),40128.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
alt,equal (option),40128.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),40128.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,40248.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
visible_text,levenshtein (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38280.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,38280.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38664.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38664.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),38664.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38664.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,39264.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,39720.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),40128.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),40128.0,jaroWinkler,stringSet (option),equal (option),equal (option),equal (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,40128.0,jaroWinkler,stringSet (option),equal (option),equal (option),equal (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
